Districts & Neigbourhoods,Type of region,Regioncode,Total population,Man,Woman,Population| Age group |0 tot 15 year,Population| Age group |15 tot 25 year,Population| Age group |25 tot 45 year,Population| Age group |45 tot 65 year,Population| Age group |65+ year,Births,Deaths,Total households,Single-person households,Households without children,Households with children,Average household size,Care|Young people receiving youth care,Healthcare|Wmo clients,ZIPcode,Year,children_0_15,youth_15_25,families_children,elderly_65_plus,single_households_ind,youth_care_users,wmo_users,youth_care_rate,wmo_rate,children_0_15_growth,youth_15_25_growth,elderly_65_plus_growth,families_children_growth,single_households_ind_growth
Herensingelkwartier,Neighbourhood,BU0363SD01,1025.0,485.0,535.0,155.0,110.0,300.0,290.0,165.0,15.0,0.0,545.0,265.0,135.0,140.0,1.9,20.0,40.0,1382.0,2023,155.0,110.0,140.0,165.0,265.0,20.0,40.0,19.51219512195122,39.02439024390244,,,,,
Herensingelkwartier,Neighbourhood,BU0363SD01,1045.0,510.0,535.0,150.0,110.0,315.0,290.0,185.0,15.0,0.0,575.0,295.0,140.0,140.0,1.8,20.0,55.0,1382.0,2024,150.0,110.0,140.0,185.0,295.0,20.0,55.0,19.138755980861244,52.63157894736842,-0.032258064516129004,0.0,0.1212121212121211,0.0,0.1132075471698113
Het Funen,Neighbourhood,BU03630905,1340.0,670.0,670.0,275.0,190.0,335.0,415.0,130.0,10.0,0.0,640.0,290.0,140.0,215.0,2.1,55.0,85.0,1018.0,2020,275.0,190.0,215.0,130.0,290.0,55.0,85.0,41.04477611940298,63.43283582089553,,,,,
Het Funen,Neighbourhood,BU03630905,1300.0,650.0,650.0,265.0,170.0,310.0,425.0,130.0,15.0,10.0,620.0,275.0,140.0,210.0,2.1,50.0,70.0,1018.0,2021,265.0,170.0,210.0,130.0,275.0,50.0,70.0,38.46153846153847,53.84615384615385,-0.036363636363636376,-0.10526315789473684,0.0,-0.023255813953488413,-0.051724137931034475
Het Funen,Neighbourhood,BU03630905,1280.0,650.0,630.0,240.0,155.0,325.0,415.0,135.0,10.0,0.0,615.0,270.0,130.0,210.0,2.1,60.0,85.0,1018.0,2022,240.0,155.0,210.0,135.0,270.0,60.0,85.0,46.875,66.40625,-0.09433962264150941,-0.08823529411764708,0.03846153846153855,0.0,-0.018181818181818188
Het Funen,Neighbourhood,BU0363AK06,1295.0,660.0,640.0,230.0,150.0,350.0,420.0,145.0,10.0,5.0,625.0,280.0,135.0,205.0,2.1,45.0,85.0,1018.0,2023,230.0,150.0,205.0,145.0,280.0,45.0,85.0,34.74903474903475,65.63706563706563,-0.04166666666666663,-0.032258064516129004,0.07407407407407418,-0.023809523809523836,0.03703703703703698
Het Funen,Neighbourhood,BU0363AK06,1275.0,655.0,625.0,215.0,155.0,335.0,420.0,155.0,10.0,5.0,625.0,285.0,130.0,205.0,2.1,35.0,80.0,1018.0,2024,215.0,155.0,205.0,155.0,285.0,35.0,80.0,27.45098039215686,62.745098039215684,-0.06521739130434778,0.03333333333333344,0.06896551724137923,0.0,0.017857142857142794
Het Funen,Neighbourhood,BU03630905,1300.0,650.0,650.0,265.0,170.0,310.0,425.0,130.0,15.0,10.0,620.0,275.0,140.0,210.0,2.1,50.0,70.0,1018.0,2025,265.0,170.0,210.0,130.0,275.0,50.0,70.0,38.46153846153847,53.84615384615385,0.2325581395348837,0.09677419354838701,-0.16129032258064513,0.024390243902439046,-0.03508771929824561
Hiltonbuurt,Neighbourhood,BU03634902,80.0,35.0,40.0,15.0,15.0,5.0,30.0,10.0,0.0,0.0,30.0,5.0,10.0,20.0,2.7,0.0,0.0,1077.0,2020,15.0,15.0,20.0,10.0,5.0,0.0,0.0,0.0,0.0,,,,,
Hiltonbuurt,Neighbourhood,BU03634902,85.0,40.0,45.0,20.0,15.0,5.0,35.0,10.0,0.0,0.0,30.0,5.0,10.0,15.0,2.7,0.0,0.0,1077.0,2021,20.0,15.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,-0.25,0.0
Hiltonbuurt,Neighbourhood,BU03634902,85.0,45.0,45.0,20.0,15.0,5.0,35.0,10.0,0.0,0.0,30.0,5.0,5.0,15.0,2.9,0.0,0.0,1077.0,2022,20.0,15.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hiltonbuurt,Neighbourhood,BU0363KJ01,75.0,40.0,40.0,15.0,15.0,5.0,35.0,10.0,0.0,0.0,30.0,5.0,5.0,15.0,2.6,0.0,0.0,1077.0,2023,15.0,15.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0
Hiltonbuurt,Neighbourhood,BU0363KJ01,65.0,35.0,35.0,15.0,15.0,5.0,25.0,10.0,0.0,0.0,25.0,10.0,0.0,15.0,2.6,0.0,0.0,1077.0,2024,15.0,15.0,15.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hiltonbuurt,Neighbourhood,BU03634902,85.0,40.0,45.0,20.0,15.0,5.0,35.0,10.0,0.0,0.0,30.0,5.0,10.0,15.0,2.7,0.0,0.0,1077.0,2025,20.0,15.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,-0.5
Hoge Dijk,Neighbourhood,BU03639206,140.0,100.0,40.0,10.0,60.0,50.0,15.0,10.0,0.0,0.0,85.0,75.0,5.0,5.0,1.2,15.0,0.0,1105.0,2020,10.0,60.0,5.0,10.0,75.0,15.0,0.0,107.14285714285714,0.0,,,,,
Hoge Dijk,Neighbourhood,BU03639206,140.0,100.0,40.0,15.0,60.0,50.0,15.0,10.0,0.0,0.0,80.0,75.0,0.0,5.0,1.2,10.0,0.0,1105.0,2021,15.0,60.0,5.0,10.0,75.0,10.0,0.0,71.42857142857143,0.0,0.5,0.0,0.0,0.0,0.0
Hoge Dijk,Neighbourhood,BU03639206,125.0,80.0,45.0,5.0,55.0,45.0,15.0,10.0,0.0,0.0,80.0,70.0,5.0,0.0,1.2,0.0,0.0,1105.0,2022,5.0,55.0,0.0,10.0,70.0,0.0,0.0,0.0,0.0,-0.6666666666666667,-0.08333333333333337,0.0,-1.0,-0.06666666666666665
Hoge Dijk,Neighbourhood,BU0363TA07,110.0,70.0,40.0,5.0,35.0,45.0,15.0,10.0,0.0,0.0,80.0,75.0,5.0,5.0,1.2,15.0,0.0,1105.0,2023,5.0,35.0,5.0,10.0,75.0,15.0,0.0,136.36363636363635,0.0,0.0,-0.36363636363636365,0.0,inf,0.0714285714285714
Hoge Dijk,Neighbourhood,BU0363TA07,90.0,65.0,30.0,0.0,25.0,40.0,15.0,10.0,0.0,0.0,75.0,65.0,5.0,5.0,1.2,20.0,0.0,1105.0,2024,0.0,25.0,5.0,10.0,65.0,20.0,0.0,222.2222222222222,0.0,-1.0,-0.2857142857142857,0.0,0.0,-0.1333333333333333
Hoge Dijk,Neighbourhood,BU03639206,140.0,100.0,40.0,15.0,60.0,50.0,15.0,10.0,0.0,0.0,80.0,75.0,0.0,5.0,1.2,10.0,0.0,1105.0,2025,15.0,60.0,5.0,10.0,75.0,10.0,0.0,71.42857142857143,0.0,inf,1.4,0.0,0.0,0.15384615384615374
Hogewey-Midden,Neighbourhood,BU0363SC03,1820.0,855.0,970.0,290.0,175.0,455.0,490.0,410.0,20.0,15.0,910.0,400.0,230.0,275.0,2.0,50.0,190.0,1382.0,2023,290.0,175.0,275.0,410.0,400.0,50.0,190.0,27.47252747252747,104.3956043956044,,,,,
Hogewey-Midden,Neighbourhood,BU0363SC03,1875.0,880.0,990.0,340.0,175.0,480.0,480.0,400.0,25.0,25.0,910.0,385.0,215.0,310.0,2.1,45.0,190.0,1382.0,2024,340.0,175.0,310.0,400.0,385.0,45.0,190.0,24.0,101.33333333333333,0.17241379310344818,0.0,-0.024390243902439046,0.1272727272727272,-0.03749999999999998
Hogewey-Noord,Neighbourhood,BU0363SC02,1150.0,580.0,575.0,255.0,90.0,365.0,200.0,245.0,10.0,65.0,415.0,155.0,85.0,180.0,2.3,35.0,50.0,1382.0,2023,255.0,90.0,180.0,245.0,155.0,35.0,50.0,30.434782608695652,43.47826086956522,,,,,
Hogewey-Noord,Neighbourhood,BU0363SC02,1155.0,565.0,590.0,255.0,85.0,370.0,205.0,240.0,15.0,70.0,415.0,140.0,95.0,180.0,2.4,30.0,55.0,1382.0,2024,255.0,85.0,180.0,240.0,140.0,30.0,55.0,25.974025974025977,47.61904761904761,0.0,-0.05555555555555558,-0.020408163265306145,0.0,-0.09677419354838712
Hogewey-Zuid,Neighbourhood,BU0363SC04,1910.0,905.0,1005.0,270.0,215.0,315.0,540.0,565.0,15.0,20.0,910.0,375.0,265.0,270.0,2.1,30.0,220.0,1382.0,2023,270.0,215.0,270.0,565.0,375.0,30.0,220.0,15.706806282722512,115.18324607329842,,,,,
Hogewey-Zuid,Neighbourhood,BU0363SC04,1905.0,895.0,1015.0,265.0,225.0,310.0,525.0,585.0,10.0,15.0,890.0,360.0,265.0,265.0,2.1,40.0,225.0,1382.0,2024,265.0,225.0,265.0,585.0,360.0,40.0,225.0,20.99737532808399,118.11023622047244,-0.01851851851851849,0.04651162790697683,0.03539823008849563,-0.01851851851851849,-0.040000000000000036
Holendrecht,District,WK0363TJ,9500.0,4390.0,5115.0,1715.0,1330.0,2250.0,2380.0,1830.0,110.0,80.0,4620.0,2215.0,705.0,1710.0,2.1,410.0,1300.0,0.0,2023,1715.0,1330.0,1710.0,1830.0,2215.0,410.0,1300.0,43.1578947368421,136.8421052631579,,,,,
Holendrecht,District,WK0363TJ,9695.0,4505.0,5190.0,1750.0,1375.0,2340.0,2355.0,1880.0,85.0,60.0,4660.0,2190.0,715.0,1755.0,2.1,375.0,1325.0,0.0,2024,1750.0,1375.0,1755.0,1880.0,2190.0,375.0,1325.0,38.679731820526044,136.6683857658587,0.020408163265306145,0.03383458646616533,0.02732240437158473,0.026315789473684292,-0.011286681715575675
Holendrecht Oost,Neighbourhood,BU03639602,2535.0,1230.0,1305.0,365.0,260.0,600.0,630.0,685.0,25.0,15.0,1160.0,405.0,340.0,410.0,2.2,55.0,245.0,1106.0,2020,365.0,260.0,410.0,685.0,405.0,55.0,245.0,21.696252465483234,96.64694280078895,,,,,
Holendrecht Oost,Neighbourhood,BU03639602,2505.0,1225.0,1280.0,370.0,235.0,605.0,590.0,710.0,25.0,20.0,1170.0,425.0,340.0,410.0,2.1,80.0,260.0,1106.0,2021,370.0,235.0,410.0,710.0,425.0,80.0,260.0,31.936127744510976,103.79241516966067,0.013698630136986356,-0.09615384615384615,0.03649635036496357,0.0,0.04938271604938271
Holendrecht Oost,Neighbourhood,BU03639602,2480.0,1200.0,1280.0,365.0,255.0,575.0,570.0,715.0,25.0,20.0,1165.0,435.0,325.0,405.0,2.1,75.0,250.0,1106.0,2022,365.0,255.0,405.0,715.0,435.0,75.0,250.0,30.241935483870968,100.80645161290322,-0.013513513513513487,0.0851063829787233,0.007042253521126751,-0.012195121951219523,0.0235294117647058
Holendrecht Oost,Neighbourhood,BU03639602,2505.0,1225.0,1280.0,370.0,235.0,605.0,590.0,710.0,25.0,20.0,1170.0,425.0,340.0,410.0,2.1,80.0,260.0,1106.0,2025,370.0,235.0,410.0,710.0,425.0,80.0,260.0,31.936127744510976,103.79241516966067,0.013698630136986356,-0.07843137254901966,-0.006993006993006978,0.012345679012345734,-0.02298850574712641
Holendrecht West,Neighbourhood,BU03639600,2940.0,1310.0,1630.0,655.0,460.0,635.0,690.0,505.0,30.0,30.0,1495.0,820.0,130.0,545.0,2.0,150.0,560.0,1106.0,2020,655.0,460.0,545.0,505.0,820.0,150.0,560.0,51.02040816326531,190.47619047619045,,,,,
Holendrecht West,Neighbourhood,BU03639600,2850.0,1295.0,1550.0,610.0,435.0,600.0,685.0,520.0,30.0,40.0,1440.0,800.0,120.0,515.0,2.0,140.0,540.0,1106.0,2021,610.0,435.0,515.0,520.0,800.0,140.0,540.0,49.12280701754386,189.47368421052633,-0.06870229007633588,-0.05434782608695654,0.02970297029702973,-0.05504587155963303,-0.024390243902439046
Holendrecht West,Neighbourhood,BU03639600,2725.0,1230.0,1500.0,560.0,435.0,550.0,645.0,535.0,25.0,25.0,1370.0,760.0,120.0,495.0,2.0,135.0,545.0,1106.0,2022,560.0,435.0,495.0,535.0,760.0,135.0,545.0,49.54128440366973,200.0,-0.08196721311475408,0.0,0.028846153846153744,-0.03883495145631066,-0.050000000000000044
Holendrecht West,Neighbourhood,BU03639600,2850.0,1295.0,1550.0,610.0,435.0,600.0,685.0,520.0,30.0,40.0,1440.0,800.0,120.0,515.0,2.0,140.0,540.0,1106.0,2025,610.0,435.0,515.0,520.0,800.0,140.0,540.0,49.12280701754386,189.47368421052633,0.08928571428571419,0.0,-0.028037383177570097,0.04040404040404044,0.05263157894736836
Holendrecht-Oost,Neighbourhood,BU0363TJ02,2500.0,1200.0,1300.0,365.0,260.0,590.0,565.0,715.0,25.0,25.0,1170.0,440.0,325.0,405.0,2.1,75.0,255.0,1106.0,2023,365.0,260.0,405.0,715.0,440.0,75.0,255.0,30.0,102.0,,,,,
Holendrecht-Oost,Neighbourhood,BU0363TJ02,2505.0,1220.0,1290.0,365.0,265.0,610.0,550.0,720.0,20.0,15.0,1175.0,460.0,320.0,400.0,2.1,55.0,260.0,1106.0,2024,365.0,265.0,400.0,720.0,460.0,55.0,260.0,21.956087824351297,103.79241516966067,0.0,0.019230769230769162,0.006993006993007089,-0.012345679012345734,0.045454545454545414
Holendrecht-West,Neighbourhood,BU0363TJ01,2735.0,1250.0,1485.0,560.0,430.0,545.0,650.0,555.0,25.0,30.0,1390.0,775.0,115.0,495.0,2.0,130.0,540.0,1106.0,2023,560.0,430.0,495.0,555.0,775.0,130.0,540.0,47.53199268738574,197.44058500914076,,,,,
Holendrecht-West,Neighbourhood,BU0363TJ01,2895.0,1310.0,1580.0,585.0,470.0,595.0,660.0,585.0,25.0,20.0,1425.0,775.0,120.0,535.0,2.0,130.0,560.0,1106.0,2024,585.0,470.0,535.0,585.0,775.0,130.0,560.0,44.90500863557859,193.43696027633854,0.044642857142857206,0.09302325581395343,0.054054054054053946,0.08080808080808088,0.0
Holendrecht-Zuid,Neighbourhood,BU0363TJ03,4265.0,1945.0,2325.0,790.0,640.0,1120.0,1165.0,550.0,60.0,25.0,2060.0,995.0,265.0,800.0,2.1,205.0,505.0,1106.0,2023,790.0,640.0,800.0,550.0,995.0,205.0,505.0,48.06565064478312,118.40562719812426,,,,,
Holendrecht-Zuid,Neighbourhood,BU0363TJ03,4295.0,1970.0,2325.0,800.0,635.0,1145.0,1145.0,570.0,40.0,25.0,2055.0,965.0,280.0,815.0,2.1,190.0,505.0,1106.0,2024,800.0,635.0,815.0,570.0,965.0,190.0,505.0,44.23748544819558,117.57857974388824,0.012658227848101333,-0.0078125,0.036363636363636376,0.018750000000000044,-0.03015075376884424
Holendrecht/Reigersbos,District,WK036396,18385.0,8745.0,9640.0,3190.0,2365.0,4860.0,4905.0,3075.0,200.0,120.0,9215.0,4565.0,1510.0,3145.0,2.0,670.0,2325.0,0.0,2020,3190.0,2365.0,3145.0,3075.0,4565.0,670.0,2325.0,36.442752243676914,126.46178950231166,,,,,
Holendrecht/Reigersbos,District,WK036396,18120.0,8695.0,9420.0,3070.0,2275.0,4765.0,4795.0,3210.0,195.0,155.0,9090.0,4500.0,1520.0,3065.0,2.0,685.0,2275.0,0.0,2021,3070.0,2275.0,3065.0,3210.0,4500.0,685.0,2275.0,37.80353200883002,125.55187637969095,-0.037617554858934144,-0.038054968287526414,0.04390243902439028,-0.025437201907790197,-0.014238773274917849
Holendrecht/Reigersbos,District,WK036396,17930.0,8600.0,9335.0,2955.0,2300.0,4725.0,4670.0,3285.0,200.0,120.0,9085.0,4610.0,1475.0,3000.0,2.0,655.0,2275.0,0.0,2022,2955.0,2300.0,3000.0,3285.0,4610.0,655.0,2275.0,36.53095370886782,126.88232013385387,-0.037459283387622166,0.01098901098901095,0.02336448598130847,-0.021207177814029365,0.02444444444444449
Holendrecht/Reigersbos,District,WK036396,18120.0,8695.0,9420.0,3070.0,2275.0,4765.0,4795.0,3210.0,195.0,155.0,9090.0,4500.0,1520.0,3065.0,2.0,685.0,2275.0,0.0,2025,3070.0,2275.0,3065.0,3210.0,4500.0,685.0,2275.0,37.80353200883002,125.55187637969095,0.03891708967851093,-0.010869565217391353,-0.022831050228310557,0.021666666666666723,-0.02386117136659438
Holysloot,Neighbourhood,BU03637306,295.0,155.0,145.0,50.0,30.0,40.0,105.0,60.0,5.0,0.0,115.0,25.0,30.0,55.0,2.6,0.0,20.0,1028.0,2020,50.0,30.0,55.0,60.0,25.0,0.0,20.0,0.0,67.79661016949153,,,,,
Holysloot,Neighbourhood,BU03637306,290.0,150.0,140.0,60.0,30.0,45.0,105.0,60.0,0.0,0.0,110.0,25.0,30.0,60.0,2.6,0.0,20.0,1028.0,2021,60.0,30.0,60.0,60.0,25.0,0.0,20.0,0.0,68.9655172413793,0.19999999999999996,0.0,0.0,0.09090909090909083,0.0
Holysloot,Neighbourhood,BU03637306,290.0,150.0,140.0,50.0,35.0,40.0,100.0,60.0,5.0,0.0,110.0,25.0,25.0,55.0,2.6,10.0,20.0,1028.0,2022,50.0,35.0,55.0,60.0,25.0,10.0,20.0,34.48275862068965,68.9655172413793,-0.16666666666666663,0.16666666666666674,0.0,-0.08333333333333337,0.0
Holysloot,Neighbourhood,BU0363NQ08,285.0,150.0,135.0,50.0,40.0,45.0,95.0,60.0,0.0,0.0,105.0,30.0,25.0,50.0,2.6,0.0,20.0,1028.0,2023,50.0,40.0,50.0,60.0,30.0,0.0,20.0,0.0,70.17543859649122,0.0,0.1428571428571428,0.0,-0.09090909090909094,0.19999999999999996
Holysloot,Neighbourhood,BU0363NQ08,280.0,145.0,135.0,40.0,30.0,45.0,100.0,70.0,0.0,0.0,110.0,35.0,25.0,50.0,2.5,0.0,15.0,1028.0,2024,40.0,30.0,50.0,70.0,35.0,0.0,15.0,0.0,53.57142857142857,-0.19999999999999996,-0.25,0.16666666666666674,0.0,0.16666666666666674
Holysloot,Neighbourhood,BU03637306,290.0,150.0,140.0,60.0,30.0,45.0,105.0,60.0,0.0,0.0,110.0,25.0,30.0,60.0,2.6,0.0,20.0,1028.0,2025,60.0,30.0,60.0,60.0,25.0,0.0,20.0,0.0,68.9655172413793,0.5,0.0,-0.1428571428571429,0.19999999999999996,-0.2857142857142857
Hondecoeterbuurt,Neighbourhood,BU03634705,2050.0,985.0,1060.0,305.0,195.0,695.0,490.0,365.0,20.0,15.0,1090.0,545.0,275.0,265.0,1.9,25.0,90.0,1071.0,2020,305.0,195.0,265.0,365.0,545.0,25.0,90.0,12.195121951219512,43.90243902439024,,,,,
Hondecoeterbuurt,Neighbourhood,BU03634705,2005.0,965.0,1045.0,295.0,205.0,685.0,465.0,365.0,20.0,10.0,1065.0,510.0,300.0,255.0,1.9,25.0,85.0,1071.0,2021,295.0,205.0,255.0,365.0,510.0,25.0,85.0,12.468827930174564,42.394014962593516,-0.032786885245901676,0.05128205128205132,0.0,-0.037735849056603765,-0.06422018348623848
Hondecoeterbuurt,Neighbourhood,BU03634705,2020.0,980.0,1040.0,285.0,225.0,675.0,475.0,365.0,25.0,5.0,1090.0,545.0,290.0,255.0,1.9,30.0,80.0,1071.0,2022,285.0,225.0,255.0,365.0,545.0,30.0,80.0,14.85148514851485,39.603960396039604,-0.03389830508474578,0.09756097560975618,0.0,0.0,0.06862745098039214
Hondecoeterbuurt,Neighbourhood,BU0363KD07,2060.0,1000.0,1060.0,300.0,225.0,670.0,495.0,365.0,20.0,15.0,1115.0,555.0,300.0,255.0,1.9,30.0,85.0,1071.0,2023,300.0,225.0,255.0,365.0,555.0,30.0,85.0,14.563106796116505,41.2621359223301,0.05263157894736836,0.0,0.0,0.0,0.0183486238532109
Hondecoeterbuurt,Neighbourhood,BU0363KD07,2040.0,985.0,1055.0,290.0,220.0,680.0,475.0,385.0,30.0,5.0,1100.0,540.0,305.0,255.0,1.9,20.0,85.0,1071.0,2024,290.0,220.0,255.0,385.0,540.0,20.0,85.0,9.803921568627452,41.666666666666664,-0.033333333333333326,-0.022222222222222254,0.0547945205479452,0.0,-0.027027027027026973
Hondecoeterbuurt,Neighbourhood,BU03634705,2005.0,965.0,1045.0,295.0,205.0,685.0,465.0,365.0,20.0,10.0,1065.0,510.0,300.0,255.0,1.9,25.0,85.0,1071.0,2025,295.0,205.0,255.0,365.0,510.0,25.0,85.0,12.468827930174564,42.394014962593516,0.01724137931034475,-0.06818181818181823,-0.051948051948051965,0.0,-0.05555555555555558
Hoofdcentrum Zuidoost,Neighbourhood,BU03639200,20.0,10.0,5.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,1.1,0.0,0.0,1101.0,2020,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,,,,
Hoofdcentrum Zuidoost,Neighbourhood,BU03639200,15.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,1101.0,2021,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,,,,0.0
Hoofdcentrum Zuidoost,Neighbourhood,BU03639200,40.0,25.0,15.0,0.0,15.0,20.0,0.0,0.0,0.0,0.0,30.0,25.0,5.0,0.0,1.2,0.0,0.0,1101.0,2022,0.0,15.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,inf,,,0.6666666666666667
Hoofdcentrum Zuidoost,Neighbourhood,BU03639200,15.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,1101.0,2025,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,,-1.0,,,-0.4
Hoofdcentrum-Zuidoost,Neighbourhood,BU0363TA01,15.0,10.0,5.0,0.0,5.0,10.0,5.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,1.2,0.0,0.0,1101.0,2023,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,,,,
Hoofdcentrum-Zuidoost,Neighbourhood,BU0363TA01,30.0,25.0,10.0,0.0,5.0,20.0,5.0,0.0,0.0,0.0,30.0,30.0,0.0,5.0,1.1,0.0,0.0,1101.0,2024,0.0,5.0,5.0,0.0,30.0,0.0,0.0,0.0,0.0,,0.0,,inf,2.0
Hoofddorppleinbuurt,District,WK036344,11865.0,5505.0,6360.0,1415.0,1170.0,5525.0,2595.0,1160.0,185.0,30.0,7065.0,3885.0,1845.0,1335.0,1.7,145.0,520.0,0.0,2020,1415.0,1170.0,1335.0,1160.0,3885.0,145.0,520.0,12.220817530552043,43.82638010956595,,,,,
Hoofddorppleinbuurt,District,WK036344,11775.0,5465.0,6315.0,1370.0,1135.0,5510.0,2575.0,1185.0,215.0,45.0,6965.0,3745.0,1905.0,1315.0,1.7,155.0,495.0,0.0,2021,1370.0,1135.0,1315.0,1185.0,3745.0,155.0,495.0,13.163481953290871,42.038216560509554,-0.03180212014134276,-0.02991452991452992,0.02155172413793105,-0.014981273408239737,-0.036036036036036
Hoofddorppleinbuurt,District,WK036344,11850.0,5505.0,6345.0,1385.0,1235.0,5510.0,2515.0,1210.0,170.0,45.0,7020.0,3765.0,1935.0,1315.0,1.7,175.0,480.0,0.0,2022,1385.0,1235.0,1315.0,1210.0,3765.0,175.0,480.0,14.767932489451477,40.50632911392405,0.010948905109489093,0.08810572687224671,0.021097046413502074,0.0,0.005340453938584844
Hoofddorppleinbuurt,District,WK0363KA,11765.0,5445.0,6315.0,1320.0,1220.0,5460.0,2530.0,1230.0,170.0,40.0,7035.0,3855.0,1915.0,1270.0,1.7,180.0,500.0,0.0,2023,1320.0,1220.0,1270.0,1230.0,3855.0,180.0,500.0,15.29961750956226,42.49893752656184,-0.04693140794223827,-0.012145748987854255,0.016528925619834656,-0.034220532319391594,0.0239043824701195
Hoofddorppleinbuurt,District,WK0363KA,11875.0,5535.0,6340.0,1280.0,1325.0,5510.0,2530.0,1230.0,140.0,60.0,7130.0,3915.0,1950.0,1270.0,1.7,150.0,490.0,0.0,2024,1280.0,1325.0,1270.0,1230.0,3915.0,150.0,490.0,12.631578947368421,41.26315789473684,-0.030303030303030276,0.08606557377049184,0.0,0.0,0.015564202334630295
Hoofddorppleinbuurt,District,WK036344,11775.0,5465.0,6315.0,1370.0,1135.0,5510.0,2575.0,1185.0,215.0,45.0,6965.0,3745.0,1905.0,1315.0,1.7,155.0,495.0,0.0,2025,1370.0,1135.0,1315.0,1185.0,3745.0,155.0,495.0,13.163481953290871,42.038216560509554,0.0703125,-0.1433962264150943,-0.03658536585365857,0.03543307086614167,-0.04342273307790545
Hoofdweg e.o.,District,WK036342,10435.0,5210.0,5220.0,1270.0,1040.0,4845.0,2295.0,985.0,135.0,95.0,6115.0,3485.0,1460.0,1170.0,1.7,175.0,815.0,0.0,2020,1270.0,1040.0,1170.0,985.0,3485.0,175.0,815.0,16.770483948251076,78.10253953042645,,,,,
Hoofdweg e.o.,District,WK036342,10345.0,5135.0,5215.0,1220.0,1085.0,4775.0,2285.0,985.0,170.0,85.0,6010.0,3340.0,1500.0,1165.0,1.7,175.0,760.0,0.0,2021,1220.0,1085.0,1165.0,985.0,3340.0,175.0,760.0,16.916384726921216,73.46544224262928,-0.03937007874015752,0.04326923076923084,0.0,-0.004273504273504258,-0.04160688665710188
Hoofdweg e.o.,District,WK036342,10305.0,5055.0,5255.0,1185.0,1205.0,4630.0,2285.0,1000.0,120.0,75.0,6035.0,3380.0,1505.0,1145.0,1.7,180.0,780.0,0.0,2022,1185.0,1205.0,1145.0,1000.0,3380.0,180.0,780.0,17.46724890829694,75.69141193595343,-0.02868852459016391,0.11059907834101379,0.015228426395939021,-0.01716738197424894,0.011976047904191711
Hoofdweg e.o.,District,WK0363EM,10150.0,5005.0,5145.0,1075.0,1205.0,4590.0,2265.0,1015.0,120.0,80.0,6020.0,3405.0,1515.0,1095.0,1.7,200.0,735.0,0.0,2023,1075.0,1205.0,1095.0,1015.0,3405.0,200.0,735.0,19.704433497536947,72.41379310344828,-0.09282700421940926,0.0,0.014999999999999902,-0.04366812227074235,0.007396449704142105
Hoofdweg e.o.,District,WK0363EM,10280.0,5100.0,5175.0,1055.0,1235.0,4690.0,2245.0,1060.0,125.0,70.0,6105.0,3445.0,1580.0,1075.0,1.7,165.0,760.0,0.0,2024,1055.0,1235.0,1075.0,1060.0,3445.0,165.0,760.0,16.05058365758755,73.92996108949417,-0.018604651162790753,0.024896265560165887,0.044334975369458185,-0.0182648401826484,0.011747430249632984
Hoofdweg e.o.,District,WK036342,10345.0,5135.0,5215.0,1220.0,1085.0,4775.0,2285.0,985.0,170.0,85.0,6010.0,3340.0,1500.0,1165.0,1.7,175.0,760.0,0.0,2025,1220.0,1085.0,1165.0,985.0,3340.0,175.0,760.0,16.916384726921216,73.46544224262928,0.1563981042654028,-0.12145748987854255,-0.07075471698113212,0.08372093023255811,-0.030478955007256947
Hoptille,Neighbourhood,BU03639305,1925.0,930.0,995.0,270.0,645.0,630.0,325.0,65.0,20.0,5.0,1270.0,915.0,110.0,240.0,1.5,70.0,115.0,1102.0,2020,270.0,645.0,240.0,65.0,915.0,70.0,115.0,36.36363636363636,59.74025974025974,,,,,
Hoptille,Neighbourhood,BU03639305,1890.0,955.0,935.0,265.0,565.0,665.0,325.0,70.0,20.0,5.0,1205.0,825.0,140.0,235.0,1.6,75.0,115.0,1102.0,2021,265.0,565.0,235.0,70.0,825.0,75.0,115.0,39.682539682539684,60.84656084656084,-0.01851851851851849,-0.12403100775193798,0.07692307692307687,-0.02083333333333337,-0.09836065573770492
